,Unnamed: 0,id,no_of_libraries,no_of_laboratories,no_of_conference_halls,no_of_health_centers,no_of_computer_centers,sum
0,0,185131,1.0,3.0,1.0,0.0,1.0,6.0
1,1,202094,1.0,0.0,0.0,0.0,1.0,2.0
2,2,197414,1.0,1.0,1.0,1.0,1.0,5.0
3,3,164444,1.0,4.0,1.0,0.0,1.0,7.0
4,4,188887,1.0,0.0,1.0,1.0,1.0,4.0
5,5,188931,1.0,1.0,1.0,1.0,1.0,5.0
6,6,188686,1.0,1.0,1.0,0.0,1.0,4.0
7,7,155132,1.0,1.0,0.0,1.0,1.0,4.0
8,8,187342,1.0,23.0,1.0,0.0,1.0,26.0
9,9,160071,1.0,1.0,1.0,0.0,1.0,4.0
10,10,166302,1.0,8.0,1.0,1.0,1.0,12.0
11,11,168846,1.0,0.0,1.0,0.0,0.0,2.0
12,12,190267,1.0,0.0,1.0,0.0,0.0,2.0
13,13,181095,1.0,1.0,1.0,0.0,1.0,4.0
14,14,182704,1.0,74.0,8.0,1.0,1.0,85.0
15,15,191210,1.0,1.0,1.0,0.0,1.0,4.0
16,16,171091,1.0,4.0,1.0,0.0,1.0,7.0
17,17,198337,1.0,1.0,1.0,0.0,1.0,4.0
18,18,170897,1.0,25.0,0.0,1.0,1.0,28.0
19,19,197882,1.0,0.0,1.0,0.0,1.0,3.0
20,20,169402,1.0,1.0,1.0,0.0,1.0,4.0
21,21,162280,1.0,1.0,1.0,1.0,1.0,5.0
22,22,186304,1.0,1.0,0.0,0.0,1.0,3.0
23,23,180613,0.0,0.0,0.0,0.0,0.0,0.0
24,24,207431,1.0,1.0,0.0,0.0,0.0,2.0
25,25,178784,1.0,51.0,4.0,1.0,1.0,58.0
26,26,202695,1.0,1.0,1.0,0.0,0.0,3.0
27,27,184807,1.0,11.0,1.0,0.0,2.0,15.0
28,28,194406,1.0,70.0,1.0,1.0,1.0,74.0
29,29,191259,1.0,28.0,1.0,1.0,1.0,32.0
30,30,205066,1.0,1.0,1.0,1.0,1.0,5.0
31,31,157392,1.0,1.0,1.0,0.0,1.0,4.0
32,32,205904,1.0,1.0,1.0,0.0,1.0,4.0
33,33,174117,1.0,1.0,0.0,0.0,1.0,3.0
34,34,170691,1.0,4.0,1.0,0.0,1.0,7.0
35,35,165210,1.0,33.0,1.0,0.0,1.0,36.0
36,36,205061,1.0,1.0,1.0,1.0,1.0,5.0
37,37,157075,1.0,1.0,0.0,0.0,1.0,3.0
38,38,157477,1.0,1.0,1.0,0.0,1.0,4.0
39,39,156416,1.0,1.0,0.0,0.0,1.0,3.0
40,40,155964,1.0,1.0,0.0,1.0,1.0,4.0
41,41,190814,1.0,1.0,1.0,1.0,1.0,5.0
42,42,171412,1.0,0.0,1.0,1.0,1.0,4.0
43,43,168338,1.0,1.0,1.0,1.0,1.0,5.0
44,44,171502,1.0,1.0,1.0,0.0,1.0,4.0
45,45,170590,1.0,1.0,1.0,0.0,1.0,4.0
46,46,166642,1.0,1.0,1.0,1.0,1.0,5.0
47,47,202709,1.0,1.0,0.0,0.0,1.0,3.0
48,48,209110,0.0,0.0,0.0,0.0,0.0,0.0
49,49,165813,1.0,0.0,0.0,0.0,1.0,2.0
50,50,170944,1.0,1.0,0.0,1.0,1.0,4.0
51,51,160464,1.0,6.0,1.0,0.0,2.0,10.0
52,52,162296,1.0,1.0,1.0,0.0,1.0,4.0
53,53,158301,1.0,2.0,1.0,0.0,1.0,5.0
54,54,169542,1.0,0.0,0.0,0.0,1.0,2.0
55,55,189951,1.0,1.0,1.0,0.0,0.0,3.0
56,56,190400,1.0,1.0,1.0,0.0,0.0,3.0
57,57,196854,1.0,1.0,1.0,0.0,0.0,3.0
58,58,162412,1.0,1.0,1.0,0.0,1.0,4.0
59,59,162584,1.0,1.0,0.0,0.0,1.0,3.0
60,60,173045,1.0,1.0,0.0,0.0,1.0,3.0
61,61,198348,1.0,1.0,1.0,0.0,1.0,4.0
62,62,171187,1.0,9.0,1.0,0.0,1.0,12.0
63,63,196485,1.0,0.0,0.0,0.0,0.0,1.0
64,64,204270,1.0,0.0,0.0,0.0,1.0,2.0
65,65,187989,1.0,0.0,1.0,1.0,1.0,4.0
66,66,176793,1.0,1.0,1.0,1.0,1.0,5.0
67,67,164608,1.0,0.0,0.0,0.0,0.0,1.0
68,68,193878,1.0,2.0,1.0,0.0,1.0,5.0
69,69,183918,1.0,1.0,1.0,1.0,1.0,5.0
70,70,179343,1.0,0.0,1.0,0.0,0.0,2.0
71,71,207034,1.0,1.0,1.0,0.0,1.0,4.0
72,72,186894,1.0,1.0,1.0,0.0,1.0,4.0
73,73,190371,1.0,1.0,1.0,1.0,1.0,5.0
74,74,158730,1.0,1.0,1.0,0.0,1.0,4.0
75,75,175538,1.0,0.0,1.0,0.0,1.0,3.0
76,76,187671,1.0,1.0,1.0,1.0,1.0,5.0
77,77,182955,1.0,1.0,0.0,0.0,1.0,3.0
78,78,178568,1.0,1.0,1.0,1.0,1.0,5.0
79,79,200354,1.0,1.0,0.0,0.0,1.0,3.0
80,80,186618,1.0,1.0,1.0,1.0,1.0,5.0
81,81,178138,1.0,1.0,1.0,1.0,1.0,5.0
82,82,179347,1.0,25.0,1.0,1.0,1.0,29.0
83,83,199118,1.0,2.0,0.0,0.0,1.0,4.0
84,84,166176,4.0,1.0,0.0,0.0,0.0,5.0
85,85,174679,1.0,1.0,0.0,0.0,1.0,3.0
86,86,197042,1.0,1.0,1.0,0.0,1.0,4.0
87,87,202678,1.0,1.0,1.0,1.0,1.0,5.0
88,88,174413,1.0,1.0,1.0,1.0,1.0,5.0
89,89,169842,1.0,0.0,0.0,0.0,0.0,1.0
90,90,180913,1.0,1.0,1.0,1.0,1.0,5.0
91,91,167177,1.0,1.0,0.0,0.0,1.0,3.0
92,92,208068,1.0,1.0,1.0,1.0,1.0,5.0
93,93,170250,1.0,1.0,1.0,0.0,1.0,4.0
94,94,177674,1.0,1.0,0.0,0.0,1.0,3.0
95,95,208799,0.0,0.0,0.0,0.0,0.0,0.0
96,96,173466,1.0,1.0,1.0,0.0,1.0,4.0
97,97,192742,1.0,1.0,1.0,1.0,1.0,5.0
98,98,206568,1.0,0.0,1.0,0.0,1.0,3.0
99,99,162808,1.0,0.0,0.0,0.0,1.0,2.0
100,100,191910,1.0,0.0,1.0,0.0,0.0,2.0
101,101,178263,1.0,8.0,1.0,2.0,1.0,13.0
102,102,161569,1.0,0.0,1.0,1.0,1.0,4.0
103,103,200610,1.0,1.0,1.0,0.0,1.0,4.0
104,104,203922,1.0,1.0,1.0,1.0,1.0,5.0
105,105,169099,1.0,0.0,1.0,0.0,1.0,3.0
106,106,170734,1.0,12.0,5.0,1.0,1.0,20.0
107,107,176432,1.0,12.0,1.0,0.0,1.0,15.0
108,108,206572,1.0,1.0,0.0,0.0,1.0,3.0
109,109,193077,2.0,75.0,1.0,1.0,2.0,81.0
110,110,167214,1.0,1.0,1.0,1.0,1.0,5.0
111,111,180429,1.0,1.0,1.0,1.0,1.0,5.0
112,112,172457,1.0,1.0,1.0,1.0,1.0,5.0
113,113,162263,1.0,4.0,1.0,0.0,1.0,7.0
114,114,181893,1.0,1.0,1.0,1.0,1.0,5.0
115,115,170760,0.0,0.0,0.0,0.0,0.0,0.0
116,116,205727,1.0,1.0,1.0,0.0,1.0,4.0
117,117,171692,1.0,0.0,1.0,0.0,1.0,3.0
118,118,201911,1.0,1.0,0.0,0.0,0.0,2.0
119,119,161794,1.0,3.0,1.0,1.0,1.0,7.0
120,120,160022,1.0,1.0,0.0,0.0,1.0,3.0
121,121,205909,1.0,1.0,1.0,0.0,1.0,4.0
122,122,205503,1.0,1.0,1.0,1.0,1.0,5.0
123,123,207507,1.0,1.0,0.0,0.0,1.0,3.0
124,124,178145,1.0,0.0,1.0,0.0,1.0,3.0
125,125,210101,1.0,1.0,1.0,1.0,1.0,5.0
126,126,186195,1.0,8.0,1.0,1.0,1.0,12.0
127,127,204451,1.0,1.0,0.0,0.0,1.0,3.0
128,128,176371,2.0,4.0,1.0,1.0,2.0,10.0
129,129,187958,1.0,1.0,1.0,0.0,1.0,4.0
130,130,154630,2.0,1.0,1.0,1.0,1.0,6.0
131,131,169775,1.0,0.0,1.0,1.0,0.0,3.0
132,132,182091,1.0,1.0,1.0,0.0,1.0,4.0
133,133,190574,1.0,0.0,4.0,1.0,0.0,6.0
134,134,168925,1.0,1.0,1.0,1.0,1.0,5.0
135,135,207104,1.0,1.0,1.0,0.0,1.0,4.0
136,136,160723,1.0,0.0,1.0,0.0,0.0,2.0
137,137,194599,1.0,0.0,1.0,0.0,1.0,3.0
138,138,207247,1.0,1.0,1.0,1.0,1.0,5.0
139,139,169434,1.0,1.0,1.0,0.0,1.0,4.0
140,140,199369,1.0,1.0,1.0,1.0,1.0,5.0
141,141,182193,1.0,1.0,1.0,0.0,1.0,4.0
142,142,201886,1.0,1.0,1.0,1.0,1.0,5.0
143,143,186980,1.0,0.0,1.0,0.0,0.0,2.0
144,144,208254,1.0,4.0,1.0,0.0,1.0,7.0
145,145,208023,1.0,0.0,0.0,0.0,1.0,2.0
146,146,165712,1.0,0.0,0.0,0.0,1.0,2.0
147,147,184436,1.0,1.0,1.0,1.0,1.0,5.0
148,148,179172,1.0,1.0,0.0,0.0,1.0,3.0
149,149,157358,1.0,1.0,1.0,0.0,1.0,4.0
150,150,179236,1.0,1.0,0.0,0.0,1.0,3.0
151,151,178748,1.0,0.0,1.0,1.0,1.0,4.0
152,152,194640,1.0,1.0,1.0,1.0,1.0,5.0
153,153,188690,1.0,1.0,1.0,0.0,1.0,4.0
154,154,171070,1.0,4.0,1.0,0.0,1.0,7.0
155,155,198794,1.0,0.0,0.0,0.0,1.0,2.0
156,156,184171,1.0,1.0,1.0,0.0,1.0,4.0
157,157,180926,1.0,1.0,1.0,1.0,1.0,5.0
158,158,160838,1.0,12.0,1.0,1.0,1.0,16.0
159,159,164677,1.0,1.0,1.0,0.0,3.0,6.0
160,160,193393,1.0,1.0,1.0,1.0,1.0,5.0
161,161,201813,1.0,0.0,0.0,0.0,1.0,2.0
162,162,157261,1.0,8.0,1.0,0.0,1.0,11.0
163,163,199897,1.0,1.0,0.0,0.0,1.0,3.0
164,164,204460,1.0,1.0,1.0,1.0,1.0,5.0
165,165,198959,1.0,0.0,1.0,1.0,1.0,4.0
166,166,167095,1.0,1.0,1.0,0.0,0.0,3.0
167,167,164034,1.0,0.0,1.0,0.0,0.0,2.0
168,168,192996,1.0,1.0,0.0,0.0,1.0,3.0
169,169,171641,1.0,1.0,1.0,0.0,1.0,4.0
170,170,180492,1.0,1.0,1.0,1.0,1.0,5.0
171,171,157942,1.0,1.0,0.0,0.0,1.0,3.0
172,172,194096,1.0,4.0,1.0,1.0,1.0,8.0
173,173,174010,1.0,5.0,1.0,0.0,1.0,8.0
174,174,177915,1.0,7.0,2.0,0.0,1.0,11.0
175,175,169398,1.0,3.0,1.0,1.0,1.0,7.0
176,176,206063,1.0,1.0,1.0,0.0,1.0,4.0
177,177,199780,1.0,0.0,0.0,0.0,1.0,2.0
178,178,162538,1.0,7.0,1.0,1.0,1.0,11.0
179,179,181624,1.0,1.0,1.0,0.0,1.0,4.0
180,180,180760,1.0,1.0,1.0,1.0,1.0,5.0
181,181,158485,1.0,1.0,1.0,1.0,1.0,5.0
182,182,157759,1.0,6.0,1.0,0.0,1.0,9.0
183,183,170197,1.0,6.0,1.0,0.0,1.0,9.0
184,184,180550,1.0,0.0,1.0,1.0,0.0,3.0
185,185,170415,1.0,0.0,0.0,0.0,1.0,2.0
186,186,203983,0.0,1.0,1.0,1.0,0.0,3.0
187,187,173645,2.0,6.0,1.0,1.0,4.0,14.0
188,188,172538,1.0,7.0,1.0,0.0,1.0,10.0
189,189,167957,1.0,1.0,1.0,1.0,1.0,5.0
190,190,168408,1.0,4.0,1.0,1.0,1.0,8.0
191,191,208256,1.0,1.0,0.0,0.0,1.0,3.0
192,192,205056,1.0,61.0,1.0,1.0,1.0,65.0
193,193,154490,1.0,1.0,1.0,1.0,1.0,5.0
194,194,175913,1.0,1.0,1.0,1.0,1.0,5.0
195,195,204487,1.0,5.0,0.0,0.0,1.0,7.0
196,196,186013,1.0,1.0,1.0,0.0,1.0,4.0
197,197,180170,1.0,1.0,1.0,1.0,1.0,5.0
198,198,202747,1.0,5.0,1.0,0.0,1.0,8.0
199,199,179324,1.0,1.0,1.0,1.0,1.0,5.0
200,200,182054,1.0,0.0,1.0,0.0,1.0,3.0
201,201,178629,1.0,15.0,1.0,1.0,1.0,19.0
202,202,200355,1.0,1.0,1.0,1.0,1.0,5.0
203,203,184266,1.0,1.0,1.0,0.0,1.0,4.0
204,204,175708,1.0,4.0,1.0,1.0,1.0,8.0
205,205,187924,1.0,1.0,1.0,1.0,1.0,5.0
206,206,162161,1.0,1.0,1.0,0.0,1.0,4.0
207,207,201206,1.0,1.0,1.0,1.0,1.0,5.0
208,208,206282,1.0,1.0,1.0,1.0,1.0,5.0
209,209,170474,1.0,1.0,1.0,1.0,1.0,5.0
210,210,188831,1.0,1.0,0.0,0.0,0.0,2.0
211,211,186249,1.0,0.0,0.0,0.0,1.0,2.0
212,212,171665,1.0,1.0,1.0,1.0,1.0,5.0
213,213,190586,1.0,1.0,1.0,0.0,0.0,3.0
214,214,168683,1.0,0.0,0.0,0.0,1.0,2.0
215,215,176653,1.0,10.0,1.0,3.0,1.0,16.0
216,216,166622,1.0,1.0,1.0,1.0,1.0,5.0
217,217,173190,1.0,1.0,1.0,1.0,1.0,5.0
218,218,191129,1.0,1.0,1.0,0.0,1.0,4.0
219,219,161329,1.0,6.0,1.0,0.0,1.0,9.0
220,220,189522,1.0,1.0,0.0,0.0,1.0,3.0
221,221,207702,0.0,0.0,0.0,0.0,0.0,0.0
222,222,194811,1.0,409.0,4.0,1.0,1.0,416.0
223,223,170554,1.0,1.0,1.0,1.0,1.0,5.0
224,224,184495,1.0,2.0,1.0,0.0,1.0,5.0
225,225,173080,1.0,1.0,1.0,0.0,1.0,4.0
226,226,177238,1.0,1.0,1.0,1.0,1.0,5.0
227,227,207771,1.0,1.0,1.0,1.0,1.0,5.0
228,228,197183,1.0,5.0,1.0,0.0,1.0,8.0
229,229,189815,1.0,1.0,1.0,1.0,1.0,5.0
230,230,182939,1.0,1.0,1.0,1.0,1.0,5.0
231,231,200341,1.0,15.0,1.0,1.0,1.0,19.0
232,232,209420,1.0,1.0,1.0,1.0,1.0,5.0
233,233,174875,1.0,1.0,1.0,0.0,1.0,4.0
234,234,177822,1.0,1.0,1.0,1.0,1.0,5.0
235,235,207811,1.0,1.0,1.0,1.0,1.0,5.0
236,236,182178,1.0,1.0,1.0,1.0,1.0,5.0
237,237,166581,1.0,1.0,0.0,0.0,1.0,3.0
238,238,174989,1.0,14.0,1.0,0.0,1.0,17.0
239,239,167009,1.0,1.0,0.0,1.0,1.0,4.0
240,240,168336,1.0,1.0,1.0,0.0,1.0,4.0
241,241,208774,1.0,1.0,1.0,1.0,1.0,5.0
242,242,163052,1.0,6.0,1.0,1.0,1.0,10.0
243,243,190460,1.0,1.0,0.0,0.0,1.0,3.0
244,244,196446,1.0,0.0,1.0,0.0,1.0,3.0
245,245,208574,1.0,30.0,1.0,1.0,1.0,34.0
246,246,174933,1.0,1.0,1.0,0.0,1.0,4.0
247,247,195668,2.0,14.0,2.0,1.0,1.0,20.0
248,248,194546,1.0,1.0,1.0,1.0,1.0,5.0
249,249,206396,1.0,52.0,1.0,1.0,2.0,57.0
250,250,171676,1.0,1.0,1.0,1.0,1.0,5.0
251,251,170697,1.0,1.0,1.0,1.0,1.0,5.0
252,252,195263,1.0,0.0,1.0,0.0,0.0,2.0
253,253,170273,1.0,1.0,0.0,0.0,1.0,3.0
254,254,159333,1.0,0.0,1.0,0.0,1.0,3.0
255,255,180271,1.0,4.0,1.0,1.0,1.0,8.0
256,256,209115,1.0,4.0,0.0,0.0,1.0,6.0
257,257,209587,1.0,1.0,1.0,0.0,1.0,4.0
258,258,179130,1.0,1.0,1.0,1.0,1.0,5.0
259,259,186382,1.0,1.0,0.0,0.0,1.0,3.0
260,260,173205,1.0,5.0,0.0,0.0,0.0,6.0
261,261,188304,1.0,1.0,0.0,0.0,1.0,3.0
262,262,200950,1.0,1.0,0.0,0.0,1.0,3.0
263,263,160365,1.0,1.0,1.0,1.0,1.0,5.0
264,264,195912,1.0,1.0,1.0,1.0,1.0,5.0
265,265,186572,1.0,1.0,1.0,1.0,1.0,5.0
266,266,189752,1.0,0.0,1.0,0.0,1.0,3.0
267,267,208106,1.0,0.0,1.0,0.0,1.0,3.0
268,268,208145,1.0,1.0,0.0,0.0,1.0,3.0
269,269,200518,1.0,1.0,1.0,1.0,1.0,5.0
270,270,167631,1.0,1.0,1.0,1.0,1.0,5.0
271,271,168462,1.0,1.0,1.0,1.0,1.0,5.0
272,272,206756,1.0,1.0,0.0,0.0,1.0,3.0
273,273,160850,1.0,1.0,1.0,1.0,1.0,5.0
274,274,161112,1.0,12.0,1.0,1.0,1.0,16.0
275,275,188126,1.0,1.0,1.0,1.0,1.0,5.0
276,276,202506,1.0,1.0,0.0,0.0,0.0,2.0
277,277,157554,1.0,1.0,1.0,0.0,1.0,4.0
278,278,157473,1.0,0.0,1.0,1.0,1.0,4.0
279,279,176083,1.0,1.0,1.0,1.0,1.0,5.0
280,280,162098,1.0,1.0,1.0,0.0,1.0,4.0
281,281,178978,1.0,45.0,7.0,1.0,9.0,63.0
282,282,199312,1.0,4.0,1.0,0.0,1.0,7.0
283,283,167542,1.0,1.0,1.0,0.0,1.0,4.0
284,284,183396,1.0,1.0,1.0,1.0,1.0,5.0
285,285,185814,1.0,1.0,1.0,0.0,1.0,4.0
286,286,187937,1.0,0.0,0.0,0.0,1.0,2.0
287,287,208666,1.0,1.0,0.0,1.0,1.0,4.0
288,288,184508,1.0,1.0,1.0,1.0,1.0,5.0
289,289,162244,1.0,0.0,0.0,0.0,0.0,1.0
290,290,181491,1.0,1.0,1.0,1.0,1.0,5.0
291,291,179811,1.0,5.0,0.0,0.0,0.0,6.0
292,292,178060,1.0,6.0,1.0,1.0,1.0,10.0
293,293,194295,1.0,0.0,1.0,1.0,1.0,4.0
294,294,182910,1.0,1.0,0.0,1.0,1.0,4.0
295,295,206899,1.0,0.0,1.0,1.0,1.0,4.0
296,296,170279,1.0,1.0,1.0,0.0,1.0,4.0
297,297,202522,1.0,1.0,1.0,0.0,1.0,4.0
298,298,166213,1.0,0.0,0.0,0.0,0.0,1.0
299,299,175291,1.0,5.0,1.0,1.0,1.0,9.0
300,300,198412,1.0,1.0,0.0,1.0,1.0,4.0
301,301,199615,1.0,1.0,1.0,0.0,1.0,4.0
302,302,168782,1.0,0.0,0.0,1.0,1.0,3.0
303,303,174103,1.0,15.0,1.0,1.0,1.0,19.0
304,304,161849,1.0,1.0,1.0,1.0,1.0,5.0
305,305,173175,1.0,0.0,1.0,0.0,0.0,2.0
306,306,173473,1.0,1.0,1.0,0.0,1.0,4.0
307,307,199065,1.0,1.0,1.0,1.0,0.0,4.0
308,308,199313,1.0,6.0,0.0,0.0,0.0,7.0
309,309,155032,1.0,1.0,1.0,1.0,1.0,5.0
310,310,166649,1.0,1.0,1.0,0.0,1.0,4.0
311,311,208555,1.0,1.0,0.0,1.0,0.0,3.0
312,312,164448,0.0,0.0,0.0,0.0,0.0,0.0
313,313,174568,1.0,0.0,0.0,0.0,0.0,1.0
314,314,155655,1.0,1.0,1.0,0.0,1.0,4.0
315,315,166285,1.0,0.0,1.0,0.0,1.0,3.0
316,316,158843,1.0,1.0,1.0,0.0,1.0,4.0
317,317,157050,1.0,0.0,1.0,0.0,1.0,3.0
318,318,179969,1.0,1.0,1.0,1.0,1.0,5.0
319,319,156977,1.0,1.0,0.0,1.0,1.0,4.0
320,320,202842,1.0,1.0,1.0,0.0,0.0,3.0
321,321,181955,1.0,1.0,1.0,0.0,1.0,4.0
322,322,205641,1.0,1.0,1.0,0.0,1.0,4.0
323,323,199986,1.0,1.0,0.0,0.0,1.0,3.0
324,324,172422,1.0,1.0,1.0,1.0,1.0,5.0
325,325,169989,1.0,5.0,0.0,1.0,1.0,8.0
326,326,175647,1.0,1.0,0.0,0.0,1.0,3.0
327,327,183492,1.0,22.0,1.0,1.0,1.0,26.0
328,328,187260,1.0,4.0,1.0,1.0,1.0,8.0
329,329,163324,1.0,75.0,3.0,1.0,1.0,81.0
330,330,206095,1.0,1.0,1.0,0.0,1.0,4.0
331,331,187748,1.0,1.0,0.0,0.0,1.0,3.0
332,332,157163,1.0,4.0,1.0,0.0,1.0,7.0
333,333,163625,1.0,0.0,1.0,0.0,0.0,2.0
334,334,162656,1.0,8.0,1.0,1.0,1.0,12.0
335,335,180566,1.0,4.0,1.0,0.0,2.0,8.0
336,336,181205,1.0,1.0,1.0,0.0,0.0,3.0
337,337,193739,1.0,1.0,1.0,1.0,1.0,5.0
338,338,166250,1.0,1.0,0.0,0.0,0.0,2.0
339,339,164685,1.0,35.0,1.0,0.0,1.0,38.0
340,340,180690,1.0,1.0,0.0,1.0,1.0,4.0
341,341,209151,1.0,0.0,0.0,1.0,1.0,3.0
342,342,205152,1.0,1.0,0.0,0.0,1.0,3.0
343,343,172010,1.0,6.0,1.0,1.0,1.0,10.0
344,344,156731,1.0,1.0,1.0,0.0,1.0,4.0
345,345,161597,1.0,9.0,7.0,1.0,1.0,19.0
346,346,162311,1.0,4.0,1.0,1.0,1.0,8.0
347,347,206704,1.0,1.0,1.0,1.0,1.0,5.0
348,348,155752,1.0,1.0,0.0,1.0,1.0,4.0
349,349,171861,1.0,1.0,1.0,1.0,1.0,5.0
350,350,189306,1.0,1.0,1.0,1.0,1.0,5.0
351,351,154730,1.0,1.0,0.0,0.0,1.0,3.0
352,352,180458,1.0,1.0,1.0,0.0,1.0,4.0
353,353,170862,1.0,2.0,1.0,0.0,1.0,5.0
354,354,181923,1.0,1.0,0.0,0.0,0.0,2.0
355,355,185428,1.0,1.0,1.0,1.0,1.0,5.0
356,356,181786,1.0,1.0,1.0,0.0,1.0,4.0
357,357,185888,1.0,1.0,0.0,0.0,0.0,2.0
358,358,157981,1.0,0.0,1.0,0.0,1.0,3.0
359,359,161135,1.0,1.0,1.0,1.0,1.0,5.0
360,360,178245,1.0,1.0,1.0,1.0,1.0,5.0
361,361,181032,1.0,0.0,1.0,0.0,0.0,2.0
362,362,162713,1.0,0.0,0.0,0.0,1.0,2.0
363,363,180906,1.0,9.0,1.0,1.0,1.0,13.0
364,364,181315,1.0,1.0,1.0,0.0,1.0,4.0
365,365,205658,1.0,1.0,1.0,1.0,1.0,5.0
366,366,193819,1.0,1.0,1.0,1.0,1.0,5.0
367,367,168914,1.0,1.0,1.0,0.0,1.0,4.0
368,368,203796,0.0,0.0,0.0,0.0,0.0,0.0
369,369,193785,1.0,0.0,1.0,0.0,1.0,3.0
370,370,169811,1.0,109.0,1.0,1.0,1.0,113.0
371,371,165898,1.0,1.0,0.0,0.0,1.0,3.0
372,372,160814,1.0,1.0,1.0,1.0,1.0,5.0
373,373,191994,1.0,1.0,1.0,1.0,1.0,5.0
374,374,184733,1.0,1.0,1.0,1.0,1.0,5.0
375,375,170540,1.0,1.0,1.0,0.0,1.0,4.0
376,376,179583,1.0,5.0,1.0,1.0,1.0,9.0
377,377,188215,1.0,1.0,1.0,0.0,1.0,4.0
378,378,177137,1.0,3.0,0.0,0.0,0.0,4.0
379,379,182472,1.0,1.0,0.0,0.0,1.0,3.0
380,380,208335,2.0,1.0,2.0,0.0,2.0,7.0
381,381,172576,1.0,1.0,1.0,1.0,0.0,4.0
382,382,185913,1.0,1.0,0.0,0.0,1.0,3.0
383,383,194272,1.0,4.0,1.0,1.0,1.0,8.0
384,384,200079,1.0,5.0,0.0,0.0,1.0,7.0
385,385,162279,1.0,1.0,1.0,0.0,1.0,4.0
386,386,184532,1.0,0.0,1.0,0.0,1.0,3.0
387,387,203084,1.0,7.0,0.0,1.0,1.0,10.0
388,388,163241,0.0,0.0,0.0,0.0,0.0,0.0
389,389,159177,1.0,1.0,0.0,0.0,1.0,3.0
390,390,178166,1.0,2.0,0.0,0.0,1.0,4.0
391,391,157553,1.0,1.0,1.0,1.0,1.0,5.0
392,392,197142,1.0,1.0,1.0,1.0,1.0,5.0
393,393,165476,1.0,6.0,0.0,0.0,0.0,7.0
394,394,185236,1.0,0.0,0.0,0.0,0.0,1.0
395,395,177403,1.0,1.0,1.0,0.0,1.0,4.0
396,396,159517,1.0,1.0,1.0,0.0,1.0,4.0
397,397,191317,1.0,1.0,1.0,1.0,1.0,5.0
398,398,182764,1.0,3.0,1.0,1.0,1.0,7.0
399,399,183161,1.0,5.0,1.0,1.0,1.0,9.0
400,400,168613,1.0,18.0,1.0,1.0,1.0,22.0
401,401,164265,1.0,1.0,1.0,1.0,1.0,5.0
402,402,175276,1.0,17.0,0.0,0.0,1.0,19.0
403,403,189960,1.0,1.0,1.0,0.0,0.0,3.0
404,404,169597,1.0,1.0,0.0,0.0,1.0,3.0
405,405,157205,1.0,1.0,1.0,0.0,1.0,4.0
406,406,205730,1.0,1.0,1.0,0.0,1.0,4.0
407,407,162961,1.0,0.0,0.0,0.0,1.0,2.0
408,408,197342,1.0,1.0,1.0,0.0,1.0,4.0
409,409,199694,1.0,1.0,1.0,0.0,0.0,3.0
410,410,166647,1.0,1.0,1.0,1.0,1.0,5.0
411,411,183833,1.0,1.0,1.0,1.0,1.0,5.0
412,412,190813,1.0,1.0,0.0,0.0,1.0,3.0
413,413,188798,1.0,1.0,0.0,0.0,1.0,3.0
414,414,165128,1.0,4.0,0.0,1.0,0.0,6.0
415,415,155120,1.0,0.0,1.0,0.0,1.0,3.0
416,416,187102,1.0,0.0,0.0,0.0,1.0,2.0
417,417,156455,1.0,0.0,1.0,0.0,1.0,3.0
418,418,191934,0.0,0.0,0.0,0.0,0.0,0.0
419,419,192488,1.0,2.0,1.0,1.0,2.0,7.0
420,420,203365,1.0,1.0,1.0,0.0,1.0,4.0
421,421,200414,1.0,0.0,0.0,0.0,0.0,1.0
422,422,165213,1.0,7.0,1.0,0.0,1.0,10.0
423,423,194957,1.0,0.0,1.0,0.0,1.0,3.0
424,424,175562,1.0,1.0,1.0,1.0,1.0,5.0
425,425,185379,1.0,1.0,1.0,0.0,1.0,4.0
426,426,185907,1.0,0.0,0.0,0.0,1.0,2.0
427,427,207410,0.0,0.0,0.0,0.0,0.0,0.0
428,428,202321,1.0,1.0,1.0,0.0,1.0,4.0
429,429,176289,1.0,1.0,1.0,1.0,1.0,5.0
430,430,199675,1.0,1.0,1.0,0.0,1.0,4.0
431,431,188290,1.0,1.0,1.0,1.0,1.0,5.0
432,432,194982,1.0,1.0,1.0,1.0,1.0,5.0
433,433,156898,1.0,0.0,1.0,1.0,1.0,4.0
434,434,207459,1.0,1.0,1.0,1.0,1.0,5.0
435,435,180023,1.0,0.0,1.0,1.0,1.0,4.0
436,436,182427,1.0,0.0,1.0,0.0,3.0,5.0
437,437,171037,1.0,1.0,1.0,0.0,1.0,4.0
438,438,181441,1.0,1.0,1.0,1.0,1.0,5.0
439,439,180873,5.0,29.0,1.0,0.0,1.0,36.0
440,440,200677,1.0,1.0,1.0,1.0,1.0,5.0
441,441,198519,1.0,1.0,2.0,1.0,1.0,6.0
442,442,197394,1.0,1.0,1.0,1.0,1.0,5.0
443,443,169112,2.0,10.0,2.0,1.0,3.0,18.0
444,444,170158,1.0,0.0,1.0,0.0,1.0,3.0
445,445,182013,1.0,1.0,1.0,0.0,1.0,4.0
446,446,197095,1.0,18.0,1.0,1.0,1.0,22.0
447,447,205230,1.0,0.0,1.0,0.0,1.0,3.0
448,448,206794,1.0,0.0,0.0,0.0,1.0,2.0
