,Unnamed: 0,id,no_of_libraries,no_of_laboratories,no_of_conference_halls,no_of_health_centers,no_of_computer_centers,sum
15891,15891,194612,1.0,1.0,1.0,0.0,1.0,4.0
15892,15892,174505,1.0,1.0,1.0,1.0,1.0,5.0
15893,15893,187274,1.0,0.0,1.0,0.0,1.0,3.0
15894,15894,177932,1.0,1.0,1.0,1.0,1.0,5.0
15895,15895,195918,1.0,1.0,1.0,0.0,1.0,4.0
15896,15896,171601,1.0,1.0,1.0,1.0,1.0,5.0
15897,15897,183626,1.0,0.0,0.0,0.0,0.0,1.0
15898,15898,165876,1.0,3.0,0.0,0.0,0.0,4.0
15899,15899,199122,1.0,1.0,1.0,1.0,1.0,5.0
15900,15900,202800,1.0,1.0,1.0,1.0,1.0,5.0
15901,15901,209616,1.0,1.0,1.0,1.0,1.0,5.0
15902,15902,197100,1.0,1.0,1.0,1.0,0.0,4.0
15903,15903,183491,1.0,0.0,1.0,1.0,1.0,4.0
15904,15904,156008,1.0,0.0,1.0,1.0,1.0,4.0
15905,15905,181381,1.0,32.0,1.0,0.0,1.0,35.0
15906,15906,187856,1.0,4.0,1.0,0.0,1.0,7.0
15907,15907,190970,1.0,9.0,1.0,1.0,5.0,17.0
15908,15908,203921,1.0,1.0,1.0,0.0,1.0,4.0
15909,15909,169424,1.0,9.0,1.0,1.0,1.0,13.0
15910,15910,166972,1.0,3.0,1.0,1.0,1.0,7.0
15911,15911,172446,1.0,9.0,1.0,1.0,1.0,13.0
15912,15912,202179,1.0,2.0,0.0,0.0,0.0,3.0
15913,15913,156842,0.0,0.0,0.0,0.0,0.0,0.0
15914,15914,183880,1.0,1.0,1.0,1.0,1.0,5.0
15915,15915,182779,2.0,30.0,2.0,1.0,4.0,39.0
15916,15916,154680,1.0,1.0,1.0,1.0,1.0,5.0
15917,15917,164171,1.0,6.0,0.0,0.0,1.0,8.0
15918,15918,171205,1.0,6.0,1.0,0.0,2.0,10.0
15919,15919,171588,1.0,1.0,0.0,0.0,1.0,3.0
15920,15920,182897,1.0,0.0,0.0,0.0,1.0,2.0
15921,15921,209016,1.0,5.0,1.0,1.0,1.0,9.0
15922,15922,156975,1.0,1.0,1.0,1.0,1.0,5.0
15923,15923,208232,1.0,1.0,0.0,0.0,1.0,3.0
15924,15924,184547,1.0,5.0,0.0,0.0,0.0,6.0
15925,15925,160545,1.0,1.0,1.0,0.0,1.0,4.0
15926,15926,200648,1.0,0.0,0.0,0.0,0.0,1.0
15927,15927,208572,1.0,1.0,1.0,0.0,1.0,4.0
15928,15928,208637,1.0,1.0,1.0,0.0,1.0,4.0
15929,15929,206571,1.0,1.0,1.0,1.0,1.0,5.0
15930,15930,186305,1.0,5.0,1.0,1.0,1.0,9.0
15931,15931,193398,1.0,1.0,1.0,1.0,1.0,5.0
15932,15932,206850,1.0,1.0,1.0,0.0,1.0,4.0
15933,15933,180336,1.0,1.0,1.0,0.0,0.0,3.0
15934,15934,190099,1.0,1.0,0.0,0.0,0.0,2.0
15935,15935,193817,1.0,48.0,1.0,0.0,2.0,52.0
15936,15936,169648,1.0,0.0,0.0,0.0,1.0,2.0
15937,15937,193683,1.0,1.0,1.0,0.0,1.0,4.0
15938,15938,174941,1.0,0.0,0.0,0.0,1.0,2.0
15939,15939,181896,1.0,1.0,1.0,1.0,1.0,5.0
15940,15940,187868,1.0,1.0,1.0,1.0,1.0,5.0
15941,15941,189742,1.0,1.0,1.0,0.0,1.0,4.0
15942,15942,164487,1.0,0.0,0.0,0.0,1.0,2.0
15943,15943,173651,1.0,7.0,1.0,0.0,1.0,10.0
15944,15944,177000,1.0,1.0,1.0,1.0,1.0,5.0
15945,15945,192248,1.0,1.0,1.0,1.0,1.0,5.0
15946,15946,205203,1.0,1.0,1.0,1.0,1.0,5.0
15947,15947,167311,1.0,0.0,1.0,1.0,1.0,4.0
15948,15948,173935,1.0,6.0,1.0,1.0,1.0,10.0
15949,15949,172105,1.0,6.0,0.0,0.0,1.0,8.0
15950,15950,180424,1.0,6.0,1.0,1.0,1.0,10.0
15951,15951,172845,1.0,3.0,0.0,0.0,0.0,4.0
15952,15952,203872,1.0,0.0,0.0,0.0,0.0,1.0
15953,15953,198346,1.0,1.0,1.0,0.0,1.0,4.0
15954,15954,195865,1.0,1.0,1.0,0.0,1.0,4.0
15955,15955,156074,1.0,0.0,0.0,0.0,0.0,1.0
15956,15956,187795,1.0,1.0,1.0,0.0,1.0,4.0
15957,15957,173850,1.0,7.0,1.0,1.0,1.0,11.0
15958,15958,176040,0.0,0.0,0.0,0.0,0.0,0.0
15959,15959,206788,1.0,1.0,1.0,1.0,1.0,5.0
15960,15960,157005,1.0,1.0,1.0,0.0,1.0,4.0
15961,15961,185601,1.0,1.0,0.0,0.0,1.0,3.0
15962,15962,159831,1.0,0.0,0.0,0.0,1.0,2.0
15963,15963,184675,1.0,1.0,1.0,1.0,1.0,5.0
15964,15964,197275,1.0,6.0,1.0,1.0,1.0,10.0
15965,15965,166341,1.0,1.0,1.0,0.0,1.0,4.0
15966,15966,169322,1.0,1.0,1.0,1.0,1.0,5.0
15967,15967,198476,1.0,1.0,1.0,0.0,1.0,4.0
15968,15968,183507,3.0,1.0,5.0,1.0,1.0,11.0
15969,15969,190315,1.0,10.0,1.0,1.0,1.0,14.0
15970,15970,161560,1.0,1.0,1.0,0.0,1.0,4.0
15971,15971,208499,1.0,5.0,1.0,1.0,1.0,9.0
15972,15972,198118,1.0,1.0,1.0,1.0,1.0,5.0
15973,15973,156447,1.0,1.0,1.0,0.0,1.0,4.0
15974,15974,191397,1.0,1.0,1.0,1.0,1.0,5.0
15975,15975,154519,1.0,0.0,1.0,1.0,1.0,4.0
15976,15976,187147,1.0,1.0,1.0,1.0,0.0,4.0
15977,15977,166596,1.0,1.0,0.0,0.0,1.0,3.0
15978,15978,170918,1.0,1.0,1.0,1.0,1.0,5.0
15979,15979,193245,1.0,5.0,0.0,0.0,1.0,7.0
15980,15980,163535,1.0,1.0,1.0,0.0,1.0,4.0
15981,15981,186966,1.0,1.0,1.0,1.0,1.0,5.0
15982,15982,199103,1.0,1.0,1.0,1.0,1.0,5.0
15983,15983,184016,1.0,10.0,0.0,1.0,1.0,13.0
15984,15984,175767,1.0,0.0,1.0,0.0,1.0,3.0
15985,15985,198673,2.0,0.0,1.0,1.0,1.0,5.0
15986,15986,200944,1.0,1.0,1.0,1.0,1.0,5.0
15987,15987,176398,1.0,0.0,0.0,0.0,1.0,2.0
15988,15988,184954,1.0,1.0,1.0,1.0,1.0,5.0
15989,15989,173287,1.0,1.0,1.0,0.0,0.0,3.0
15990,15990,167999,1.0,1.0,1.0,0.0,1.0,4.0
15991,15991,188742,1.0,5.0,1.0,0.0,1.0,8.0
15992,15992,180120,1.0,1.0,1.0,0.0,1.0,4.0
15993,15993,180396,1.0,0.0,1.0,0.0,0.0,2.0
15994,15994,185013,1.0,1.0,0.0,0.0,1.0,3.0
15995,15995,191832,1.0,7.0,1.0,2.0,1.0,12.0
15996,15996,205691,1.0,0.0,0.0,0.0,0.0,1.0
15997,15997,173660,1.0,1.0,1.0,0.0,0.0,3.0
15998,15998,199276,1.0,1.0,1.0,0.0,1.0,4.0
15999,15999,171746,1.0,1.0,1.0,1.0,1.0,5.0
16000,16000,200512,1.0,1.0,1.0,1.0,1.0,5.0
16001,16001,183862,1.0,1.0,1.0,0.0,1.0,4.0
16002,16002,203637,1.0,1.0,0.0,0.0,1.0,3.0
16003,16003,207429,1.0,30.0,1.0,0.0,1.0,33.0
16004,16004,191666,1.0,1.0,0.0,0.0,1.0,3.0
16005,16005,168645,1.0,1.0,1.0,1.0,1.0,5.0
16006,16006,174288,1.0,1.0,1.0,1.0,1.0,5.0
16007,16007,196939,1.0,8.0,1.0,0.0,1.0,11.0
16008,16008,185248,9.0,9.0,9.0,9.0,9.0,45.0
16009,16009,169196,1.0,1.0,1.0,1.0,1.0,5.0
16010,16010,209457,1.0,22.0,1.0,0.0,1.0,25.0
16011,16011,166836,1.0,1.0,1.0,1.0,1.0,5.0
16012,16012,180164,1.0,1.0,1.0,0.0,1.0,4.0
16013,16013,160761,1.0,1.0,1.0,0.0,1.0,4.0
16014,16014,155262,1.0,0.0,0.0,0.0,1.0,2.0
16015,16015,189650,1.0,0.0,1.0,0.0,2.0,4.0
16016,16016,157745,1.0,4.0,1.0,1.0,1.0,8.0
16017,16017,192802,1.0,1.0,1.0,0.0,1.0,4.0
16018,16018,156317,1.0,1.0,1.0,1.0,1.0,5.0
16019,16019,177531,1.0,4.0,1.0,0.0,1.0,7.0
16020,16020,200013,1.0,1.0,1.0,0.0,1.0,4.0
16021,16021,165514,1.0,2.0,1.0,0.0,1.0,5.0
16022,16022,170238,1.0,1.0,1.0,0.0,1.0,4.0
16023,16023,174761,1.0,2.0,0.0,0.0,1.0,4.0
16024,16024,184641,1.0,1.0,0.0,0.0,1.0,3.0
16025,16025,207293,1.0,5.0,0.0,0.0,0.0,6.0
16026,16026,206951,1.0,1.0,1.0,1.0,1.0,5.0
16027,16027,184888,1.0,1.0,1.0,0.0,1.0,4.0
16028,16028,189585,1.0,1.0,1.0,1.0,1.0,5.0
16029,16029,206077,1.0,1.0,1.0,1.0,1.0,5.0
16030,16030,171525,0.0,0.0,0.0,0.0,0.0,0.0
16031,16031,198076,1.0,1.0,1.0,0.0,1.0,4.0
16032,16032,203961,1.0,1.0,1.0,0.0,1.0,4.0
16033,16033,205046,1.0,1.0,0.0,0.0,1.0,3.0
16034,16034,189099,1.0,5.0,1.0,1.0,1.0,9.0
16035,16035,177689,1.0,1.0,0.0,0.0,1.0,3.0
16036,16036,163443,1.0,9.0,1.0,0.0,1.0,12.0
16037,16037,179423,1.0,1.0,1.0,0.0,1.0,4.0
16038,16038,161730,0.0,0.0,0.0,0.0,0.0,0.0
16039,16039,185354,1.0,1.0,1.0,0.0,0.0,3.0
16040,16040,156194,1.0,0.0,0.0,0.0,0.0,1.0
16041,16041,178989,1.0,1.0,1.0,0.0,1.0,4.0
16042,16042,199098,1.0,5.0,0.0,0.0,1.0,7.0
16043,16043,162970,1.0,1.0,0.0,0.0,0.0,2.0
16044,16044,182459,1.0,1.0,1.0,0.0,1.0,4.0
16045,16045,186661,1.0,4.0,0.0,0.0,0.0,5.0
16046,16046,159730,1.0,1.0,1.0,0.0,1.0,4.0
16047,16047,190697,1.0,0.0,0.0,0.0,1.0,2.0
16048,16048,208095,1.0,1.0,1.0,0.0,1.0,4.0
16049,16049,208195,1.0,0.0,1.0,1.0,1.0,4.0
16050,16050,169776,1.0,1.0,1.0,1.0,1.0,5.0
16051,16051,207848,1.0,0.0,1.0,0.0,1.0,3.0
16052,16052,160347,1.0,3.0,1.0,1.0,1.0,7.0
16053,16053,174200,1.0,1.0,1.0,1.0,1.0,5.0
16054,16054,209987,1.0,1.0,1.0,1.0,1.0,5.0
16055,16055,209993,1.0,8.0,1.0,0.0,0.0,10.0
16056,16056,156436,1.0,1.0,7.0,1.0,3.0,13.0
16057,16057,185383,1.0,0.0,1.0,0.0,1.0,3.0
16058,16058,209953,1.0,1.0,1.0,1.0,1.0,5.0
16059,16059,166363,1.0,1.0,1.0,0.0,1.0,4.0
16060,16060,174982,1.0,0.0,1.0,0.0,1.0,3.0
16061,16061,179997,1.0,6.0,1.0,0.0,1.0,9.0
16062,16062,193622,1.0,1.0,1.0,1.0,1.0,5.0
16063,16063,173728,9.0,9.0,9.0,4.0,1.0,32.0
16064,16064,194462,1.0,0.0,0.0,0.0,1.0,2.0
16065,16065,158902,1.0,1.0,1.0,1.0,1.0,5.0
16066,16066,167654,1.0,1.0,1.0,0.0,1.0,4.0
16067,16067,161109,1.0,3.0,1.0,1.0,1.0,7.0
16068,16068,176836,1.0,42.0,1.0,1.0,1.0,46.0
16069,16069,186535,1.0,1.0,1.0,0.0,1.0,4.0
16070,16070,156342,1.0,1.0,0.0,0.0,2.0,4.0
16071,16071,179178,1.0,1.0,1.0,1.0,1.0,5.0
16072,16072,202145,1.0,1.0,1.0,0.0,1.0,4.0
16073,16073,206878,1.0,1.0,1.0,1.0,1.0,5.0
16074,16074,158350,1.0,1.0,1.0,1.0,1.0,5.0
16075,16075,170706,1.0,1.0,1.0,0.0,1.0,4.0
16076,16076,182765,1.0,1.0,1.0,1.0,1.0,5.0
16077,16077,207452,1.0,5.0,0.0,0.0,1.0,7.0
16078,16078,188150,1.0,1.0,1.0,0.0,1.0,4.0
16079,16079,175980,1.0,1.0,0.0,0.0,1.0,3.0
16080,16080,190669,1.0,1.0,1.0,0.0,1.0,4.0
16081,16081,173503,1.0,1.0,1.0,1.0,1.0,5.0
16082,16082,207947,1.0,0.0,1.0,0.0,0.0,2.0
16083,16083,159481,1.0,0.0,1.0,0.0,1.0,3.0
16084,16084,157059,1.0,1.0,0.0,0.0,1.0,3.0
16085,16085,184614,1.0,0.0,0.0,0.0,0.0,1.0
16086,16086,206757,1.0,1.0,1.0,1.0,1.0,5.0
16087,16087,184486,1.0,1.0,1.0,1.0,1.0,5.0
16088,16088,203345,1.0,1.0,0.0,0.0,1.0,3.0
16089,16089,209249,0.0,0.0,0.0,0.0,0.0,0.0
16090,16090,185797,1.0,0.0,1.0,1.0,1.0,4.0
16091,16091,160826,1.0,0.0,1.0,1.0,1.0,4.0
16092,16092,170738,1.0,1.0,1.0,1.0,1.0,5.0
16093,16093,155933,1.0,1.0,1.0,0.0,1.0,4.0
16094,16094,174336,1.0,1.0,0.0,0.0,1.0,3.0
16095,16095,192251,1.0,0.0,1.0,1.0,1.0,4.0
16096,16096,194128,1.0,1.0,1.0,1.0,1.0,5.0
16097,16097,172927,1.0,1.0,1.0,0.0,1.0,4.0
16098,16098,157272,1.0,8.0,0.0,0.0,1.0,10.0
16099,16099,184119,1.0,1.0,1.0,1.0,1.0,5.0
16100,16100,184583,1.0,4.0,0.0,0.0,0.0,5.0
16101,16101,170070,2.0,5.0,0.0,0.0,1.0,8.0
16102,16102,165108,1.0,7.0,0.0,0.0,1.0,9.0
16103,16103,185377,1.0,1.0,0.0,0.0,1.0,3.0
16104,16104,206368,1.0,1.0,0.0,0.0,1.0,3.0
16105,16105,188195,1.0,1.0,1.0,1.0,1.0,5.0
16106,16106,155639,1.0,0.0,1.0,0.0,1.0,3.0
16107,16107,183903,1.0,1.0,1.0,1.0,1.0,5.0
16108,16108,159198,1.0,1.0,1.0,1.0,1.0,5.0
16109,16109,166461,1.0,1.0,1.0,1.0,1.0,5.0
16110,16110,183616,1.0,1.0,1.0,0.0,0.0,3.0
16111,16111,190594,1.0,3.0,1.0,0.0,1.0,6.0
16112,16112,171530,1.0,1.0,1.0,0.0,0.0,3.0
16113,16113,173248,1.0,3.0,1.0,0.0,1.0,6.0
16114,16114,193079,1.0,1.0,1.0,1.0,1.0,5.0
16115,16115,179724,1.0,1.0,1.0,1.0,1.0,5.0
16116,16116,175028,1.0,4.0,0.0,0.0,0.0,5.0
16117,16117,177507,1.0,4.0,1.0,1.0,7.0,14.0
16118,16118,161874,1.0,1.0,1.0,1.0,1.0,5.0
16119,16119,180355,1.0,1.0,1.0,0.0,1.0,4.0
16120,16120,178897,1.0,1.0,1.0,1.0,1.0,5.0
16121,16121,188536,0.0,0.0,0.0,0.0,0.0,0.0
16122,16122,161189,1.0,7.0,0.0,0.0,1.0,9.0
16123,16123,193061,1.0,54.0,1.0,1.0,1.0,58.0
16124,16124,181152,1.0,0.0,1.0,0.0,1.0,3.0
16125,16125,181527,1.0,0.0,0.0,0.0,1.0,2.0
16126,16126,198885,1.0,14.0,0.0,0.0,1.0,16.0
16127,16127,175377,1.0,1.0,1.0,0.0,1.0,4.0
16128,16128,204935,1.0,6.0,0.0,0.0,0.0,7.0
16129,16129,192988,1.0,1.0,1.0,0.0,1.0,4.0
16130,16130,188997,1.0,33.0,1.0,1.0,2.0,38.0
16131,16131,184798,1.0,2.0,1.0,0.0,1.0,5.0
16132,16132,192865,0.0,0.0,0.0,0.0,0.0,0.0
16133,16133,203055,0.0,0.0,0.0,0.0,0.0,0.0
16134,16134,206423,1.0,0.0,0.0,0.0,0.0,1.0
16135,16135,206507,1.0,0.0,1.0,1.0,1.0,4.0
16136,16136,155712,1.0,1.0,1.0,1.0,1.0,5.0
16137,16137,154637,1.0,49.0,1.0,1.0,1.0,53.0
16138,16138,196177,1.0,1.0,1.0,2.0,1.0,6.0
16139,16139,156827,1.0,1.0,0.0,0.0,1.0,3.0
16140,16140,176046,1.0,1.0,1.0,1.0,1.0,5.0
16141,16141,165253,1.0,3.0,1.0,1.0,1.0,7.0
16142,16142,165569,1.0,1.0,0.0,0.0,1.0,3.0
16143,16143,190559,1.0,0.0,1.0,0.0,1.0,3.0
16144,16144,175510,1.0,1.0,0.0,0.0,1.0,3.0
16145,16145,167996,1.0,0.0,0.0,0.0,0.0,1.0
16146,16146,169973,1.0,1.0,1.0,0.0,0.0,3.0
16147,16147,170292,1.0,1.0,1.0,0.0,1.0,4.0
16148,16148,187033,1.0,0.0,1.0,1.0,1.0,4.0
16149,16149,201594,1.0,4.0,0.0,1.0,1.0,7.0
16150,16150,185360,1.0,1.0,1.0,1.0,1.0,5.0
16151,16151,176320,1.0,1.0,1.0,0.0,1.0,4.0
16152,16152,184636,1.0,9.0,0.0,1.0,1.0,12.0
16153,16153,169666,0.0,0.0,1.0,1.0,0.0,2.0
16154,16154,197707,1.0,16.0,0.0,1.0,1.0,19.0
16155,16155,182202,1.0,1.0,0.0,0.0,1.0,3.0
16156,16156,189447,1.0,1.0,1.0,1.0,1.0,5.0
16157,16157,194578,1.0,1.0,1.0,0.0,0.0,3.0
16158,16158,162610,1.0,5.0,1.0,0.0,1.0,8.0
16159,16159,170704,1.0,7.0,1.0,1.0,4.0,14.0
16160,16160,209692,1.0,1.0,1.0,1.0,1.0,5.0
16161,16161,167377,1.0,0.0,0.0,0.0,1.0,2.0
16162,16162,182756,1.0,3.0,1.0,0.0,0.0,5.0
16163,16163,198569,1.0,1.0,1.0,1.0,1.0,5.0
16164,16164,209855,1.0,4.0,1.0,1.0,1.0,8.0
16165,16165,177909,2.0,16.0,9.0,9.0,2.0,38.0
16166,16166,207611,1.0,1.0,1.0,0.0,1.0,4.0
16167,16167,163431,1.0,1.0,1.0,1.0,1.0,5.0
16168,16168,176352,1.0,20.0,1.0,0.0,1.0,23.0
16169,16169,201614,1.0,0.0,0.0,0.0,0.0,1.0
16170,16170,154675,1.0,1.0,1.0,0.0,1.0,4.0
16171,16171,201996,1.0,1.0,1.0,0.0,1.0,4.0
16172,16172,169651,1.0,1.0,1.0,1.0,1.0,5.0
16173,16173,203749,1.0,1.0,1.0,0.0,1.0,4.0
16174,16174,209089,0.0,0.0,0.0,0.0,0.0,0.0
16175,16175,177710,1.0,0.0,0.0,0.0,1.0,2.0
16176,16176,194696,1.0,1.0,1.0,1.0,1.0,5.0
16177,16177,162863,1.0,0.0,0.0,0.0,0.0,1.0
16178,16178,177269,1.0,0.0,1.0,1.0,0.0,3.0
16179,16179,195997,1.0,1.0,0.0,0.0,1.0,3.0
16180,16180,170069,1.0,10.0,1.0,0.0,1.0,13.0
16181,16181,180732,1.0,1.0,1.0,1.0,1.0,5.0
16182,16182,166992,1.0,1.0,1.0,1.0,0.0,4.0
16183,16183,204762,1.0,1.0,1.0,0.0,1.0,4.0
16184,16184,155250,1.0,0.0,1.0,0.0,1.0,3.0
16185,16185,175381,1.0,1.0,1.0,0.0,1.0,4.0
16186,16186,203227,1.0,1.0,1.0,1.0,1.0,5.0
16187,16187,168861,2.0,4.0,1.0,1.0,2.0,10.0
16188,16188,183247,2.0,1.0,1.0,1.0,1.0,6.0
16189,16189,160309,1.0,1.0,1.0,0.0,1.0,4.0
16190,16190,171902,1.0,0.0,1.0,1.0,1.0,4.0
16191,16191,200313,1.0,13.0,1.0,1.0,1.0,17.0
16192,16192,206333,1.0,1.0,1.0,0.0,1.0,4.0
16193,16193,163271,1.0,7.0,0.0,0.0,1.0,9.0
16194,16194,155150,1.0,9.0,1.0,1.0,3.0,15.0
16195,16195,164650,1.0,1.0,1.0,0.0,0.0,3.0
16196,16196,154751,1.0,6.0,0.0,1.0,1.0,9.0
16197,16197,176726,1.0,1.0,1.0,0.0,1.0,4.0
16198,16198,190568,1.0,1.0,1.0,0.0,1.0,4.0
16199,16199,202367,1.0,1.0,1.0,0.0,1.0,4.0
16200,16200,202348,1.0,1.0,0.0,0.0,1.0,3.0
16201,16201,172056,1.0,1.0,1.0,0.0,0.0,3.0
16202,16202,166401,1.0,1.0,1.0,0.0,1.0,4.0
16203,16203,168652,1.0,4.0,1.0,0.0,1.0,7.0
16204,16204,176339,1.0,1.0,0.0,0.0,1.0,3.0
16205,16205,192373,1.0,1.0,1.0,1.0,1.0,5.0
16206,16206,193283,1.0,1.0,0.0,0.0,1.0,3.0
16207,16207,175392,1.0,1.0,0.0,0.0,1.0,3.0
16208,16208,205485,1.0,5.0,1.0,1.0,1.0,9.0
16209,16209,194764,1.0,33.0,1.0,1.0,1.0,37.0
16210,16210,209818,1.0,0.0,0.0,0.0,1.0,2.0
16211,16211,168561,1.0,1.0,0.0,0.0,1.0,3.0
16212,16212,185743,1.0,0.0,0.0,0.0,1.0,2.0
16213,16213,155527,1.0,0.0,1.0,0.0,1.0,3.0
16214,16214,167033,1.0,0.0,1.0,0.0,1.0,3.0
16215,16215,169620,1.0,6.0,1.0,0.0,1.0,9.0
16216,16216,154526,1.0,1.0,1.0,0.0,1.0,4.0
16217,16217,178387,1.0,1.0,1.0,1.0,1.0,5.0
16218,16218,160060,1.0,41.0,1.0,1.0,1.0,45.0
16219,16219,180296,1.0,1.0,1.0,0.0,1.0,4.0
16220,16220,203538,1.0,1.0,1.0,0.0,1.0,4.0
16221,16221,188283,0.0,1.0,1.0,1.0,1.0,4.0
16222,16222,158711,1.0,1.0,1.0,1.0,1.0,5.0
16223,16223,207857,1.0,1.0,0.0,0.0,1.0,3.0
16224,16224,167370,1.0,1.0,1.0,0.0,0.0,3.0
16225,16225,172647,1.0,1.0,1.0,1.0,1.0,5.0
16226,16226,184294,1.0,1.0,1.0,1.0,1.0,5.0
16227,16227,163072,1.0,1.0,0.0,0.0,1.0,3.0
16228,16228,173707,1.0,6.0,1.0,0.0,0.0,8.0
16229,16229,178332,1.0,6.0,0.0,0.0,1.0,8.0
16230,16230,175146,1.0,2.0,1.0,0.0,0.0,4.0
16231,16231,207043,1.0,0.0,1.0,0.0,0.0,2.0
16232,16232,163925,1.0,1.0,0.0,0.0,1.0,3.0
16233,16233,172926,1.0,3.0,0.0,0.0,0.0,4.0
16234,16234,197166,1.0,1.0,1.0,0.0,1.0,4.0
16235,16235,207093,1.0,1.0,1.0,0.0,1.0,4.0
16236,16236,160146,7.0,1.0,1.0,1.0,1.0,11.0
16237,16237,191103,1.0,1.0,0.0,0.0,0.0,2.0
16238,16238,155273,1.0,1.0,0.0,0.0,1.0,3.0
16239,16239,179088,1.0,8.0,1.0,1.0,1.0,12.0
16240,16240,196401,1.0,1.0,0.0,1.0,1.0,4.0
16241,16241,166399,1.0,1.0,1.0,0.0,1.0,4.0
16242,16242,176715,1.0,1.0,1.0,1.0,1.0,5.0
16243,16243,193400,1.0,1.0,1.0,0.0,0.0,3.0
16244,16244,177002,1.0,1.0,1.0,1.0,1.0,5.0
16245,16245,205850,1.0,0.0,0.0,0.0,1.0,2.0
16246,16246,186681,1.0,1.0,1.0,0.0,1.0,4.0
16247,16247,171909,1.0,1.0,1.0,1.0,1.0,5.0
16248,16248,174170,1.0,0.0,1.0,0.0,1.0,3.0
16249,16249,203499,1.0,0.0,0.0,0.0,1.0,2.0
16250,16250,179011,1.0,1.0,0.0,0.0,1.0,3.0
16251,16251,197963,1.0,5.0,1.0,0.0,0.0,7.0
16252,16252,164225,1.0,1.0,1.0,1.0,1.0,5.0
16253,16253,187275,1.0,0.0,1.0,1.0,1.0,4.0
16254,16254,176513,1.0,5.0,0.0,0.0,1.0,7.0
16255,16255,189045,1.0,1.0,1.0,0.0,1.0,4.0
16256,16256,171203,1.0,30.0,1.0,0.0,0.0,32.0
16257,16257,186492,1.0,1.0,1.0,1.0,1.0,5.0
16258,16258,174278,1.0,1.0,1.0,0.0,0.0,3.0
16259,16259,183249,1.0,1.0,1.0,1.0,1.0,5.0
16260,16260,158701,1.0,1.0,1.0,0.0,1.0,4.0
16261,16261,169738,1.0,1.0,1.0,1.0,1.0,5.0
16262,16262,181083,1.0,7.0,1.0,0.0,1.0,10.0
16263,16263,155000,1.0,1.0,1.0,0.0,1.0,4.0
16264,16264,176468,1.0,0.0,1.0,0.0,1.0,3.0
16265,16265,199572,2.0,9.0,1.0,0.0,1.0,13.0
16266,16266,194526,1.0,1.0,1.0,0.0,1.0,4.0
16267,16267,195879,1.0,1.0,1.0,1.0,1.0,5.0
16268,16268,199133,1.0,7.0,0.0,1.0,1.0,10.0
16269,16269,185405,2.0,9.0,2.0,1.0,1.0,15.0
16270,16270,195632,1.0,1.0,1.0,0.0,1.0,4.0
16271,16271,166449,1.0,1.0,1.0,1.0,1.0,5.0
16272,16272,173738,1.0,13.0,1.0,1.0,1.0,17.0
16273,16273,206101,1.0,1.0,1.0,1.0,1.0,5.0
16274,16274,196771,1.0,1.0,1.0,0.0,1.0,4.0
16275,16275,195467,1.0,2.0,1.0,1.0,1.0,6.0
16276,16276,156884,1.0,1.0,1.0,1.0,1.0,5.0
16277,16277,170981,1.0,1.0,1.0,1.0,1.0,5.0
16278,16278,188764,1.0,0.0,1.0,0.0,1.0,3.0
16279,16279,209728,1.0,1.0,1.0,1.0,1.0,5.0
16280,16280,173805,1.0,1.0,1.0,0.0,1.0,4.0
16281,16281,173841,1.0,7.0,1.0,1.0,1.0,11.0
16282,16282,180329,1.0,5.0,1.0,1.0,1.0,9.0
16283,16283,186604,1.0,1.0,0.0,0.0,1.0,3.0
16284,16284,187012,1.0,9.0,1.0,1.0,2.0,14.0
16285,16285,200969,1.0,1.0,1.0,0.0,0.0,3.0
16286,16286,202552,1.0,4.0,1.0,1.0,1.0,8.0
16287,16287,187065,1.0,0.0,1.0,1.0,1.0,4.0
16288,16288,174841,1.0,1.0,1.0,0.0,1.0,4.0
16289,16289,158650,1.0,11.0,1.0,1.0,1.0,15.0
16290,16290,165846,1.0,1.0,1.0,1.0,1.0,5.0
16291,16291,196951,1.0,0.0,1.0,0.0,1.0,3.0
16292,16292,183407,1.0,1.0,1.0,0.0,1.0,4.0
16293,16293,162312,1.0,1.0,1.0,1.0,1.0,5.0
16294,16294,170066,1.0,1.0,0.0,0.0,1.0,3.0
16295,16295,178085,1.0,3.0,1.0,0.0,1.0,6.0
16296,16296,178896,1.0,1.0,1.0,1.0,1.0,5.0
16297,16297,176117,1.0,1.0,1.0,1.0,1.0,5.0
16298,16298,173319,1.0,1.0,0.0,0.0,0.0,2.0
16299,16299,183682,1.0,1.0,1.0,0.0,1.0,4.0
16300,16300,175042,1.0,0.0,1.0,0.0,1.0,3.0
16301,16301,175892,1.0,1.0,1.0,0.0,1.0,4.0
16302,16302,164735,1.0,0.0,1.0,0.0,0.0,2.0
16303,16303,190368,1.0,1.0,1.0,1.0,1.0,5.0
16304,16304,207523,1.0,1.0,1.0,1.0,1.0,5.0
16305,16305,163116,1.0,4.0,1.0,1.0,1.0,8.0
16306,16306,190964,1.0,63.0,1.0,1.0,2.0,68.0
16307,16307,205986,1.0,1.0,1.0,0.0,1.0,4.0
16308,16308,189825,1.0,18.0,1.0,1.0,1.0,22.0
16309,16309,203948,1.0,1.0,0.0,0.0,0.0,2.0
16310,16310,209990,1.0,8.0,0.0,0.0,1.0,10.0
16311,16311,183364,1.0,1.0,1.0,1.0,1.0,5.0
16312,16312,174015,0.0,0.0,0.0,0.0,0.0,0.0
